Date,Open,High,Low,Close,Volume
2014-10-22 00:00:00+00:00,386.1180115,388.5759888,382.2489929,383.1579895,11641300
2014-10-23 00:00:00+00:00,382.9620056,385.0480042,356.446991,358.4169922,26456900
2014-10-24 00:00:00+00:00,358.5910034,364.3450012,353.3049927,358.3450012,15585700
2014-10-25 00:00:00+00:00,358.6109924,359.8609924,342.8770142,347.2709961,18127500
2014-10-26 00:00:00+00:00,347.4869995,359.2210083,343.9309998,354.70401,11272500
2014-10-27 00:00:00+00:00,354.7770081,358.6319885,349.8089905,352.9890137,13033000
2014-10-28 00:00:00+00:00,353.2149963,359.9840088,352.6789856,357.6180115,7845880
2014-10-29 00:00:00+00:00,357.0889893,357.8330078,335.3429871,335.5910034,18192700
2014-10-30 00:00:00+00:00,335.7090149,350.9129944,335.071991,345.3049927,30177900
2014-10-31 00:00:00+00:00,345.0090027,348.0450134,337.1419983,338.3210144,12545400
2014-11-01 00:00:00+00:00,338.6499939,340.5289917,321.0549927,325.7489929,16677200
2014-11-02 00:00:00+00:00,326.0750122,329.0499878,320.6260071,325.8919983,8603620
2014-11-03 00:00:00+00:00,325.5690002,334.0020142,325.4809875,327.5539856,12948500
2014-11-04 00:00:00+00:00,327.1610107,331.7669983,325.0769958,330.4920044,15655500
2014-11-05 00:00:00+00:00,330.6830139,343.368988,330.6830139,339.4859924,19817200
2014-11-06 00:00:00+00:00,339.4580078,352.9660034,338.4240112,349.2900085,18797000
2014-11-07 00:00:00+00:00,349.8179932,352.7319946,341.776001,342.4150085,16834200
2014-11-08 00:00:00+00:00,342.1539917,347.0320129,342.1539917,345.4880066,8535470
2014-11-09 00:00:00+00:00,345.3760071,363.6260071,344.2550049,363.2640076,24205600
2014-11-10 00:00:00+00:00,362.2650146,374.8160095,357.5610046,366.9240112,30450100
2014-11-11 00:00:00+00:00,365.8569946,371.3099976,363.7349854,367.6950073,15838900
2014-11-12 00:00:00+00:00,367.9849854,429.7179871,367.9849854,423.5610046,45783200
2014-11-13 00:00:00+00:00,427.2730103,457.0929871,401.1229858,420.7349854,58945000
2014-11-14 00:00:00+00:00,418.4169922,419.2520142,384.7890015,397.8179932,29589200
2014-11-15 00:00:00+00:00,399.6499939,405.5280151,371.0079956,376.1329956,15727500
2014-11-16 00:00:00+00:00,374.730011,390.7990112,374.6019897,387.8819885,11905600
2014-11-17 00:00:00+00:00,388.348999,410.1990051,377.5020142,387.4079895,41518800
2014-11-18 00:00:00+00:00,387.7850037,392.4020081,371.1170044,375.197998,32222500
2014-11-19 00:00:00+00:00,373.8959961,386.4809875,373.8959961,380.5549927,18931800
2014-11-20 00:00:00+00:00,380.3070068,382.0249939,356.7810059,357.8399963,25233200
2014-11-21 00:00:00+00:00,357.8789978,357.8789978,344.1119995,350.8479919,29850100
2014-11-22 00:00:00+00:00,351.6040039,364.8410034,350.8779907,352.9200134,15273000
2014-11-23 00:00:00+00:00,353.1749878,370.8450012,353.1749878,367.572998,15151600
2014-11-24 00:00:00+00:00,366.947998,387.2090149,366.6690063,376.901001,30930100
2014-11-25 00:00:00+00:00,376.8859863,394.7009888,374.7839966,375.3479919,25442200
2014-11-26 00:00:00+00:00,376.0190125,377.697998,365.8160095,368.3699951,18601700
2014-11-27 00:00:00+00:00,370.5020142,373.9920044,368.2820129,369.6700134,8748030
2014-11-28 00:00:00+00:00,369.3739929,382.8380127,358.4549866,376.446991,22946500
2014-11-29 00:00:00+00:00,376.1520081,387.6010132,372.144989,375.4909973,15375600
2014-11-30 00:00:00+00:00,375.5100098,382.5270081,373.3089905,378.0469971,9194440
2014-12-01 00:00:00+00:00,378.2489929,383.6619873,376.6690063,379.2449951,11763000
2014-12-02 00:00:00+00:00,379.25,384.0379944,377.8630066,381.3150024,12364100
2014-12-03 00:00:00+00:00,381.7219849,383.026001,374.3460083,375.0100098,13340100
2014-12-04 00:00:00+00:00,375.7179871,378.6549988,367.7590027,369.6040039,14529600
2014-12-05 00:00:00+00:00,369.4419861,379.1919861,365.756012,376.8540039,15181800
2014-12-06 00:00:00+00:00,376.7569885,378.447998,370.9450073,374.7850037,7009320
2014-12-07 00:00:00+00:00,374.8359985,376.2919922,373.2749939,375.0950012,6491650
2014-12-08 00:00:00+00:00,374.9649963,376.0289917,361.8859863,361.9089966,18898700
2014-12-09 00:00:00+00:00,361.894989,363.0669861,344.9509888,352.2189941,32915500
2014-12-10 00:00:00+00:00,352.2049866,352.3840027,346.3649902,346.3649902,16427700
2014-12-11 00:00:00+00:00,344.3399963,361.3569946,338.7630005,350.506012,32431300
2014-12-12 00:00:00+00:00,350.8330078,352.9830017,349.2909851,352.5419922,16989800
2014-12-13 00:00:00+00:00,352.381012,352.381012,346.5880127,347.3760071,11675900
2014-12-14 00:00:00+00:00,346.7269897,353.3160095,345.4179993,351.6319885,12415200
2014-12-15 00:00:00+00:00,351.3609924,351.8150024,344.9339905,345.3450012,17264200
2014-12-16 00:00:00+00:00,345.6730042,345.8590088,327.0620117,327.0620117,30864900
2014-12-17 00:00:00+00:00,326.855011,333.95401,315.1520081,319.776001,37567900
2014-12-18 00:00:00+00:00,319.7850037,323.7090149,304.2319946,311.3959961,39173000
2014-12-19 00:00:00+00:00,311.1789856,318.5329895,306.7690125,317.8429871,23823100
2014-12-20 00:00:00+00:00,317.618988,330.3250122,316.0440063,329.9559937,20856700
2014-12-21 00:00:00+00:00,329.5429993,329.6289978,318.9030151,320.8429871,15207600
2014-12-22 00:00:00+00:00,321.0679932,334.1170044,320.4249878,331.8859863,22315100
2014-12-23 00:00:00+00:00,332.0169983,336.2869873,329.6019897,334.571991,16574200
2014-12-24 00:00:00+00:00,334.3850098,334.7409973,321.3569946,322.5339966,15092300
2014-12-25 00:00:00+00:00,322.2860107,322.6700134,316.9580078,319.0079956,9883640
2014-12-26 00:00:00+00:00,319.1520081,331.4240112,316.6270142,327.9240112,16410500
2014-12-27 00:00:00+00:00,327.5830078,328.9110107,312.6300049,315.8630066,15185200
2014-12-28 00:00:00+00:00,316.1600037,320.0280151,311.0780029,317.2390137,11676600
2014-12-29 00:00:00+00:00,317.7009888,320.2669983,312.3070068,312.6700134,12302500
2014-12-30 00:00:00+00:00,312.7189941,314.8089905,309.3729858,310.7369995,12528300
2014-12-31 00:00:00+00:00,310.9140015,320.1929932,310.2109985,320.1929932,13942900
2015-01-01 00:00:00+00:00,320.4349976,320.4349976,314.0029907,314.2489929,8036550
2015-01-02 00:00:00+00:00,314.07901,315.8389893,313.5650024,315.0320129,7860650
2015-01-03 00:00:00+00:00,314.8460083,315.1499939,281.0820007,281.0820007,33054400
2015-01-04 00:00:00+00:00,281.1459961,287.230011,257.6119995,264.1950073,55629100
2015-01-05 00:00:00+00:00,265.0840149,278.3410034,265.0840149,274.473999,43962800
2015-01-06 00:00:00+00:00,274.6109924,287.553009,272.6960144,286.1889954,23245700
2015-01-07 00:00:00+00:00,286.0769958,298.7539978,283.07901,294.3370056,24866800
2015-01-08 00:00:00+00:00,294.1350098,294.1350098,282.1749878,283.348999,19982500
2015-01-09 00:00:00+00:00,282.3829956,291.1140137,280.5329895,290.4079895,18718600
2015-01-10 00:00:00+00:00,287.303009,288.1270142,273.9660034,274.79599,15264300
2015-01-11 00:00:00+00:00,274.6080017,279.6380005,265.0390015,265.6600037,18200800
2015-01-12 00:00:00+00:00,266.1459961,272.2030029,265.2000122,267.79599,18880300
2015-01-13 00:00:00+00:00,267.3940125,268.2770081,219.9060059,225.8609924,72843904
2015-01-14 00:00:00+00:00,223.8939972,223.8939972,171.5099945,178.1029968,97638704
2015-01-15 00:00:00+00:00,176.8970032,229.0670013,176.8970032,209.8439941,81773504
2015-01-16 00:00:00+00:00,209.0700073,221.5910034,199.7709961,208.0970001,38421000
2015-01-17 00:00:00+00:00,207.8339996,211.7310028,194.875,199.2599945,23469700
2015-01-18 00:00:00+00:00,200.0500031,218.6950073,194.5059967,210.3390045,30085100
2015-01-19 00:00:00+00:00,211.470993,216.7279968,207.3179932,214.8609924,18658300
2015-01-20 00:00:00+00:00,212.9069977,215.2409973,205.1529999,211.3150024,24051100
2015-01-21 00:00:00+00:00,211.378006,227.7879944,211.2120056,226.8970032,29924600
2015-01-22 00:00:00+00:00,227.3220062,237.0189972,226.4340057,233.4060059,33544600
2015-01-23 00:00:00+00:00,233.5169983,234.8450012,225.1959991,232.8789978,24621700
2015-01-24 00:00:00+00:00,232.6999969,248.2100067,230.0220032,247.8470001,24782500
2015-01-25 00:00:00+00:00,247.352005,255.0740051,243.8899994,253.7180023,33582700
2015-01-26 00:00:00+00:00,254.0789948,309.3840027,254.0789948,273.4729919,106794000
2015-01-27 00:00:00+00:00,273.1669922,275.480011,250.6529999,263.4750061,44399000
2015-01-28 00:00:00+00:00,263.3510132,266.5350037,227.0460052,233.9149933,44352200
2015-01-29 00:00:00+00:00,233.3480072,238.7059937,220.7120056,233.5130005,32213400
2015-01-30 00:00:00+00:00,232.7720032,242.8509979,225.8390045,226.4250031,26605200
2015-01-31 00:00:00+00:00,226.4409943,233.5039978,216.3090057,217.4640045,23348200
2015-02-01 00:00:00+00:00,216.8670044,231.5740051,212.0149994,226.9720001,29128500
2015-02-02 00:00:00+00:00,226.4909973,242.1750031,222.6589966,238.2290039,30612100
2015-02-03 00:00:00+00:00,237.4539948,245.9570007,224.4830017,227.2680054,40783700
2015-02-04 00:00:00+00:00,227.5110016,230.0579987,221.1130066,226.8529968,26594300
2015-02-05 00:00:00+00:00,227.6649933,239.4049988,214.7250061,217.1109924,22516400
2015-02-06 00:00:00+00:00,216.9230042,230.5099945,216.2319946,222.2660065,24435300
2015-02-07 00:00:00+00:00,222.6329956,230.298996,222.6069946,227.7539978,21604200
2015-02-08 00:00:00+00:00,227.6929932,229.4380035,221.0769958,223.4120026,17145200
2015-02-09 00:00:00+00:00,223.3890076,223.977005,217.0189972,220.1100006,27791300
2015-02-10 00:00:00+00:00,220.2819977,221.8070068,215.3320007,219.8390045,21115100
2015-02-11 00:00:00+00:00,219.7319946,223.4060059,218.0740051,219.1849976,17201900
2015-02-12 00:00:00+00:00,219.2079926,222.1990051,217.6139984,221.7640076,15206200
2015-02-13 00:00:00+00:00,221.9689941,240.2590027,221.2619934,235.427002,42744400
2015-02-14 00:00:00+00:00,235.5279999,259.8080139,235.5279999,257.3210144,49732500
2015-02-15 00:00:00+00:00,257.5069885,265.6109924,227.6840057,234.8249969,56552400
2015-02-16 00:00:00+00:00,234.8249969,239.5209961,229.0220032,233.8430023,28153700
2015-02-17 00:00:00+00:00,233.4219971,245.7749939,232.3139954,243.6100006,27363100
2015-02-18 00:00:00+00:00,243.7799988,244.2510071,232.3399963,236.326004,25200800
2015-02-19 00:00:00+00:00,236.4100037,242.6719971,235.5919952,240.2830048,18270500
2015-02-20 00:00:00+00:00,240.2510071,247.1009979,239.298996,243.779007,23876700
2015-02-21 00:00:00+00:00,243.7519989,255.3200073,243.1840057,244.5339966,12284200
2015-02-22 00:00:00+00:00,244.5440063,246.3919983,233.8509979,235.977005,19527000
2015-02-23 00:00:00+00:00,235.9949951,240.1089935,232.4210052,238.8919983,16400000
2015-02-24 00:00:00+00:00,238.9980011,239.901001,236.4019928,238.7350006,14200400
2015-02-25 00:00:00+00:00,238.8899994,239.3399963,235.5299988,237.4700012,11496200
2015-02-26 00:00:00+00:00,237.3370056,237.7100067,234.2570038,236.4259949,13619400
2015-02-27 00:00:00+00:00,236.4360046,256.6530151,236.4360046,253.8280029,44013900
2015-02-28 00:00:00+00:00,253.5200043,254.6920013,249.4790039,254.2630005,13949300
2015-03-01 00:00:00+00:00,254.2830048,261.6600037,245.9329987,260.2019958,25213700
2015-03-02 00:00:00+00:00,260.3569946,276.3009949,258.3129883,275.6700134,40465700
2015-03-03 00:00:00+00:00,275.04599,285.79599,268.1610107,281.7019958,50461300
2015-03-04 00:00:00+00:00,281.9899902,284.2250061,268.1260071,273.0920105,41383000
2015-03-05 00:00:00+00:00,272.7390137,281.6669922,264.7690125,276.178009,41302400
2015-03-06 00:00:00+00:00,275.6000061,277.6080017,270.0150146,272.7229919,28918900
2015-03-07 00:00:00+00:00,272.2940063,277.8540039,270.1329956,276.2609863,17825900
2015-03-08 00:00:00+00:00,276.4330139,277.8580017,272.5650024,274.3540039,22067900
2015-03-09 00:00:00+00:00,274.8120117,292.7009888,273.8930054,289.6069946,59178200
2015-03-10 00:00:00+00:00,289.8619995,300.0440063,289.7430115,291.7600098,67770800
2015-03-11 00:00:00+00:00,291.5249939,297.3909912,290.5079956,296.3789978,33963900
2015-03-12 00:00:00+00:00,296.1270142,297.0880127,292.4129944,294.3540039,32585200
2015-03-13 00:00:00+00:00,294.1180115,294.4979858,285.3370056,285.3370056,31421500
2015-03-14 00:00:00+00:00,284.4419861,286.3420105,280.9760132,281.8850098,22612300
2015-03-15 00:00:00+00:00,281.4249878,286.5289917,280.9960022,286.3930054,11970100
2015-03-16 00:00:00+00:00,285.6849976,294.1119995,285.6849976,290.5929871,21516100
2015-03-17 00:00:00+00:00,290.5950012,292.3649902,284.3739929,285.5050049,21497200
2015-03-18 00:00:00+00:00,285.0669861,285.3359985,249.8699951,256.2990112,57008000
2015-03-19 00:00:00+00:00,255.8800049,264.243988,248.6360016,260.928009,52732000
2015-03-20 00:00:00+00:00,260.9559937,264.8479919,259.1619873,261.7489929,18456700
2015-03-21 00:00:00+00:00,261.6440125,262.1960144,255.6499939,260.0249939,17130100
2015-03-22 00:00:00+00:00,259.9169922,269.7470093,259.5899963,267.9599915,18438100
2015-03-23 00:00:00+00:00,267.894989,277.2969971,261.7449951,266.7399902,22811900
2015-03-24 00:00:00+00:00,266.5769958,267.0029907,244.1549988,245.5950012,40073700
2015-03-25 00:00:00+00:00,247.4720001,249.1900024,236.5149994,246.1970062,35866900
2015-03-26 00:00:00+00:00,246.276001,254.3540039,244.9049988,248.5319977,25730000
2015-03-27 00:00:00+00:00,248.5659943,256.8110046,245.2129974,247.029007,17274900
2015-03-28 00:00:00+00:00,246.9750061,254.2050018,246.9750061,252.7980042,16040900
2015-03-29 00:00:00+00:00,252.7400055,253.1390076,240.8500061,242.7129974,21699400
2015-03-30 00:00:00+00:00,242.8789978,249.2420044,239.2140045,247.526001,23009600
2015-03-31 00:00:00+00:00,247.4539948,248.7299957,242.7389984,244.223999,22672000
2015-04-01 00:00:00+00:00,244.2230072,247.5410004,241.1600037,247.2720032,22877200
2015-04-02 00:00:00+00:00,247.0890045,254.4609985,245.4160004,253.0050049,26272600
2015-04-03 00:00:00+00:00,253.0740051,256.0429993,251.8789978,254.3220062,23146600
2015-04-04 00:00:00+00:00,254.2910004,255.2579956,251.1000061,253.6970062,12493500
2015-04-05 00:00:00+00:00,253.7610016,260.6749878,251.9420013,260.5979919,19649200
2015-04-06 00:00:00+00:00,260.7210083,261.7980042,254.5749969,255.4920044,20034200
2015-04-07 00:00:00+00:00,255.2740021,255.8049927,252.2050018,253.1799927,18467400
2015-04-08 00:00:00+00:00,253.0639954,253.8470001,244.2149963,245.0220032,30086400
2015-04-09 00:00:00+00:00,244.7510071,246.1179962,239.3999939,243.6759949,21643500
2015-04-10 00:00:00+00:00,243.6940002,243.6940002,232.7709961,236.0720062,28882000
2015-04-11 00:00:00+00:00,236.0160065,239.5370026,234.1750031,236.552002,16365200
2015-04-12 00:00:00+00:00,236.5350037,237.7279968,233.4949951,236.1529999,12387900
2015-04-13 00:00:00+00:00,235.9499969,236.9349976,221.9960022,224.5870056,31181800
2015-04-14 00:00:00+00:00,224.7590027,224.9759979,216.322998,219.1589966,31719000
2015-04-15 00:00:00+00:00,219.072998,223.8329926,218.6490021,223.8329926,22562000
2015-04-16 00:00:00+00:00,223.9170074,229.6719971,223.9170074,228.572998,24805400
2015-04-17 00:00:00+00:00,228.5749969,228.9060059,221.9420013,222.8820038,20429800
2015-04-18 00:00:00+00:00,222.8529968,224.3159943,220.8760071,223.3560028,12939000
2015-04-19 00:00:00+00:00,223.4559937,226.3529968,222.3730011,222.6000061,15021500
2015-04-20 00:00:00+00:00,222.6119995,226.3509979,221.977005,224.6260071,18364700
2015-04-21 00:00:00+00:00,224.6199951,235.2689972,224.3009949,235.2689972,24978000
2015-04-22 00:00:00+00:00,235.602005,237.9089966,233.4759979,234.1759949,23847900
2015-04-23 00:00:00+00:00,234.0529938,236.4750061,233.1990051,236.4620056,17036000
2015-04-24 00:00:00+00:00,235.9700012,236.3049927,229.9329987,231.2680054,21448700
2015-04-25 00:00:00+00:00,231.2350006,232.5610046,226.3370056,226.3899994,13957200
2015-04-26 00:00:00+00:00,226.4100037,226.9440002,214.8739929,219.4299927,28943700
2015-04-27 00:00:00+00:00,219.4290009,233.3049927,218.022995,229.2859955,38574000
2015-04-28 00:00:00+00:00,228.9689941,229.4949951,223.0690002,225.8549957,21469200
2015-04-29 00:00:00+00:00,225.5910034,227.0399933,223.4299927,225.8079987,18936500
2015-04-30 00:00:00+00:00,225.6929932,239.5630035,224.9929962,236.1450043,33818600
2015-05-01 00:00:00+00:00,235.9389954,238.9660034,232.0789948,232.0789948,18815300
2015-05-02 00:00:00+00:00,232.3410034,235.727005,232.3410034,234.9299927,12535500
2015-05-03 00:00:00+00:00,234.8800049,243.2400055,234.0829926,240.3580017,18494100
2015-05-04 00:00:00+00:00,240.3560028,242.6380005,237.8099976,239.0180054,21223400
2015-05-05 00:00:00+00:00,238.852005,239.2039948,232.0540009,236.1210022,23929100
2015-05-06 00:00:00+00:00,236.2489929,236.4539948,229.2310028,229.7819977,29587200
2015-05-07 00:00:00+00:00,229.6620026,239.1049957,228.572998,237.3339996,29064400
2015-05-08 00:00:00+00:00,237.2039948,246.2749939,236.2740021,243.8630066,27445500
2015-05-09 00:00:00+00:00,243.7689972,247.8040009,239.6390076,241.8320007,19790500
2015-05-10 00:00:00+00:00,241.7290039,244.0679932,238.848999,240.2960052,15019100
2015-05-11 00:00:00+00:00,240.298996,244.2700043,239.3760071,242.1580048,20892300
2015-05-12 00:00:00+00:00,242.1450043,242.8809967,240.098999,241.1119995,19282600
2015-05-13 00:00:00+00:00,241.397995,243.7039948,235.0449982,236.3769989,27180100
2015-05-14 00:00:00+00:00,236.2140045,237.798996,234.0570068,236.9290009,24413700
2015-05-15 00:00:00+00:00,236.9550018,238.753006,236.7949982,237.6049957,16329400
2015-05-16 00:00:00+00:00,237.6439972,237.6970062,235.2949982,236.1529999,11089700
2015-05-17 00:00:00+00:00,236.0099945,238.0249939,236.0099945,236.802002,11134300
2015-05-18 00:00:00+00:00,236.8869934,237.2100067,232.4600067,233.128006,16780300
2015-05-19 00:00:00+00:00,233.0370026,234.151001,231.8170013,231.9470062,14241900
2015-05-20 00:00:00+00:00,231.8899994,234.6829987,231.8419952,234.0180054,15499400
2015-05-21 00:00:00+00:00,234.0160065,236.2420044,233.8350067,235.3439941,15108900
2015-05-22 00:00:00+00:00,235.3209991,240.9689941,235.0599976,240.3480072,27003000
2015-05-23 00:00:00+00:00,240.2859955,241.0249939,238.6909943,238.871994,14605000
2015-05-24 00:00:00+00:00,238.9759979,241.9779968,238.8110046,240.9530029,11508000
2015-05-25 00:00:00+00:00,240.927002,241.0209961,236.6369934,237.1100006,14423900
2015-05-26 00:00:00+00:00,237.1040039,238.2420044,235.6920013,237.1159973,16425000
2015-05-27 00:00:00+00:00,237.0650024,238.6360016,236.6950073,237.2830048,18837000
2015-05-28 00:00:00+00:00,237.2570038,237.8240051,236.6519928,237.4080048,13829600
2015-05-29 00:00:00+00:00,237.3769989,237.5220032,235.7310028,237.095993,14805000
2015-05-30 00:00:00+00:00,237.0919952,237.0930023,232.0460052,233.3450012,14098600
2015-05-31 00:00:00+00:00,233.1349945,233.2519989,229.5420074,230.1900024,14730800
2015-06-01 00:00:00+00:00,230.2330017,231.7129974,221.2960052,222.9259949,26090500
2015-06-02 00:00:00+00:00,222.8939972,226.4160004,222.4190063,225.8029938,20459000
2015-06-03 00:00:00+00:00,225.7359924,227.404007,223.9299927,225.8739929,17752400
2015-06-04 00:00:00+00:00,225.7720032,226.5809937,224.0540009,224.3240051,14728100
2015-06-05 00:00:00+00:00,224.154007,225.9680023,223.1790009,224.9519958,18056500
2015-06-06 00:00:00+00:00,225.0050049,225.7189941,224.3789978,225.6190033,11131500
2015-06-07 00:00:00+00:00,225.595993,226.1940002,222.6519928,222.8809967,13318400
2015-06-08 00:00:00+00:00,222.8789978,229.4640045,222.8390045,228.4889984,23378400
2015-06-09 00:00:00+00:00,228.5379944,230.9539948,227.9290009,229.0480042,28353100
2015-06-10 00:00:00+00:00,228.9949951,229.7819977,228.0099945,228.8029938,15904800
2015-06-11 00:00:00+00:00,228.8549957,230.2870026,228.7669983,229.7050018,14416000
2015-06-12 00:00:00+00:00,229.7050018,231.0570068,229.3130035,229.9819946,14017700
2015-06-13 00:00:00+00:00,229.9199982,232.6519928,229.2100067,232.4019928,13305300
2015-06-14 00:00:00+00:00,232.4420013,234.8580017,232.0039978,233.5429993,12165900
2015-06-15 00:00:00+00:00,233.4219971,237.8359985,233.4219971,236.822998,19912100
2015-06-16 00:00:00+00:00,236.7649994,251.7420044,236.121994,250.8950043,41612000
2015-06-17 00:00:00+00:00,250.822998,256.8529968,246.4759979,249.2839966,43858400
2015-06-18 00:00:00+00:00,249.4279938,252.1080017,244.1269989,249.0070038,30980200
2015-06-19 00:00:00+00:00,249.0429993,250.977005,243.7870026,244.6060028,23965300
2015-06-20 00:00:00+00:00,244.5299988,245.8280029,240.6269989,245.2120056,20608100
2015-06-21 00:00:00+00:00,245.1000061,245.223999,241.8820038,243.9440002,10600900
2015-06-22 00:00:00+00:00,243.9689941,247.9170074,243.779007,246.9900055,17692500
2015-06-23 00:00:00+00:00,246.927002,247.3040009,243.1329956,244.2960052,15108700
2015-06-24 00:00:00+00:00,244.2819977,244.3410034,240.5149994,240.5149994,17344900
2015-06-25 00:00:00+00:00,240.3650055,243.3320007,240.3650055,242.798996,16133100
2015-06-26 00:00:00+00:00,242.6040039,243.7489929,241.5529938,243.5939941,13983500
2015-06-27 00:00:00+00:00,243.548996,251.3390045,243.1170044,250.9900055,20488600
2015-06-28 00:00:00+00:00,250.9550018,251.1719971,247.4340057,249.0110016,15137600
2015-06-29 00:00:00+00:00,248.720993,257.1730042,248.5809937,257.0639954,34742900
2015-06-30 00:00:00+00:00,257.0360107,267.8670044,255.9459991,263.071991,44533800
2015-07-01 00:00:00+00:00,263.3450012,265.1719971,255.7740021,258.6210022,27029800
2015-07-02 00:00:00+00:00,258.552002,261.631012,254.1159973,255.4120026,21551900
2015-07-03 00:00:00+00:00,255.4589996,257.0769958,253.5050049,256.3359985,19033800
2015-07-04 00:00:00+00:00,256.4909973,261.4570007,254.1999969,260.8859863,15620400
2015-07-05 00:00:00+00:00,260.8049927,274.506012,258.7009888,271.9129944,44156100
2015-07-06 00:00:00+00:00,271.1080017,277.4219971,267.6000061,269.0299988,49154800
2015-07-07 00:00:00+00:00,269.9630127,271.3410034,264.8320007,266.2070007,28857600
2015-07-08 00:00:00+00:00,265.9819946,272.9710083,264.3859863,270.7850037,36980200
2015-07-09 00:00:00+00:00,270.8269958,272.3349915,267.0859985,269.2279968,40301200
2015-07-10 00:00:00+00:00,269.1560059,294.5910034,268.802002,284.8940125,100390000
2015-07-11 00:00:00+00:00,284.8800049,298.506012,283.5299988,293.1149902,41109900
2015-07-12 00:00:00+00:00,293.1400146,314.3940125,292.5050049,310.8670044,56405000
2015-07-13 00:00:00+00:00,310.8269958,310.947998,281.0109863,292.0539856,62053900
2015-07-14 00:00:00+00:00,292.0339966,296.1470032,286.6380005,287.4639893,28727200
2015-07-15 00:00:00+00:00,288.0450134,293.2479858,285.3670044,285.82901,27486600
2015-07-16 00:00:00+00:00,286.0419922,291.1830139,275.2399902,278.0889893,49482600
2015-07-17 00:00:00+00:00,278.0910034,280.2799988,272.0429993,279.4719849,27591400
2015-07-18 00:00:00+00:00,279.3309937,282.5270081,274.0750122,274.901001,25187100
2015-07-19 00:00:00+00:00,274.7669983,275.6700134,272.5130005,273.6140137,15332500
2015-07-20 00:00:00+00:00,273.4989929,278.9809875,272.9599915,278.9809875,22711400
2015-07-21 00:00:00+00:00,278.8819885,280.5469971,275.4190063,275.8330078,22930700
2015-07-22 00:00:00+00:00,275.6570129,277.6659851,274.381012,277.2219849,19389800
2015-07-23 00:00:00+00:00,277.3410034,278.1109924,275.7160034,276.0490112,18531300
2015-07-24 00:00:00+00:00,276.0050049,289.2529907,275.2539978,288.2780151,37199400
2015-07-25 00:00:00+00:00,288.1640015,290.7330017,286.0020142,288.696991,20662200
2015-07-26 00:00:00+00:00,288.6400146,293.052002,287.7059937,292.6860046,16032300
